p0,p1
-192.104|-200,100.91|-200
-281.822|182.497,357.365|123.435
-13.0255|-200,-295.321|-175.824
261.306|190.372,-342.271|140.567
257.286|-191.62,395.939|40.097
-5.78789|200,-5.53659|-200
-266.78|-188.522,-397.063|34.1471
-232.203|197.39,301.008|172.619
-58.1602|-200,383.494|-79.5616
117.026|200,125.273|-200
117.026|200,-395.36|42.8314
117.026|200,394.497|46.5944
284.093|-181.462,-96.415|-200
97.4139|200,-393.441|-50.7979
-98.3374|-200,-226.049|198.296
-284.845|181.111,227.8|-198.059
-114.149|-200,392.027|55.9066
65.0067|200,77.9725|200
65.0067|200,-399.106|-18.8912
65.0067|200,276.311|-184.869
242.151|-195.508,399.268|17.0929
240.745|195.806,243.712|195.165
66.871|-200,-383.694|-79.0971
-108.845|200,255.745|192.074
-277.666|-184.304,399.38|-15.7395
-122.506|200,224.917|-198.442
-122.506|200,-332.389|149.911
-122.506|200,-169.93|-200
38.9913|-200,15.7837|200
200.489|199.999,15.7837|200
337.803|-144.949,15.7837|200
-323.075|157.647,201.495|-199.994
-258.005|-191.404,349.847|132.46
123.665|200,-378.501|-90.2081
387.239|-70.2956,11.9568|200
-352.522|-129.372,384.598|-76.9658
-274.222|185.718,-395.615|41.6516
294.496|-176.269,324.385|-156.615
301.391|172.395,311.367|166.125
-296.007|-175.45,-380.593|-85.9426
-310.431|166.748,97.5034|200
340.656|-142.183,97.5034|200
182.799|200,97.5034|200
-1.73059|-200,399.031|19.6605
-186.26|200,156.49|-200
-343.02|-139.805,-270.854|187.028
329.751|152.199,-310.159|-166.928
240.665|-195.822,295.578|175.684
-66.5993|200,315.774|-163.084
-335.818|-146.811,-360.47|119.371
45.6419|200,-98.3276|-200
374.029|-98.5593,228.339|197.982
-358.342|122.18,362.459|-116.649
-161.188|-200,-391.394|-58.0382
83.588|200,-63.3029|200
83.588|200,353.702|-127.968
83.588|200,-18.632|200
308.707|-167.878,-368.32|-108.02
56.9581|200,282.908|182.006
-216.317|-199.333,370.56|-104.448
-363.29|115.483,-170.17|-200
395.635|41.5573,-289.325|-178.944
-30.4683|-200,-372.396|-101.388
-399.781|9.36273,-399.802|8.9059
24.7546|200,-362.692|116.324
397.308|32.7053,-273.05|186.182
147.812|-200,-112.423|200
-268.198|188.013,315.646|163.174
-312.349|-165.462,398.851|-21.4093
302.195|171.919,278.262|-184.052
300.846|-172.714,-373.361|-99.7293
-308.467|168.033,-250.002|193.649
-278.279|-184.045,243.481|-195.216
195.695|200,382.501|81.8142
396.491|37.3025,-56.7762|200
269.326|-187.6,-361.462|118.025
-392.901|52.8124,-350.058|-132.222
377.418|-92.3189,40.7091|-200
77.9767|200,333.092|-149.287
-302.697|-171.619,392.751|53.3564
-195.412|200,237.38|196.476
-195.412|200,-394.315|-47.348
-195.412|200,396.027|39.6641
-79.9341|-200,-306.052|-169.567
35.5442|200,-354.859|126.565
35.5442|200,330.037|151.955
35.5442|200,361.982|-117.311
151.023|-200,-47.7946|-200
151.023|-200,-342.258|-140.58
151.023|-200,-383.824|78.7964
263.512|189.648,-196.229|200
114.504|-200,337.75|-144.999
-38.4638|200,139.135|200
-191.431|-200,-91.1437|-200
-327|154.503,-304.467|170.548
233.801|-197.123,-63.3778|-200
399.655|11.7432,196.874|200
210.46|199.726,381.566|-83.8673
-270.422|-187.192,-301.734|-172.193
-329.917|152.058,-391.807|56.6563
378.222|-90.758,-191.612|200
-36.2889|200,315.624|-163.19
-393.502|-50.5666,209.902|199.755
355.271|-126.06,49.072|-200
254.126|192.537,-111.857|200
-197.701|-200,-267.993|-188.088
-398.344|-25.686,-143.143|200
-248.734|193.972,-14.4611|-200
358.156|-122.42,114.221|200
67.3212|200,241.502|-195.647
-278.873|-183.791,199.082|200
-249.82|193.696,156.194|-200
8.2941|-200,113.307|200
263.711|189.581,70.4197|-200
237.383|-196.475,27.5324|200
48.7245|200,-15.3549|-200
-141.611|-200,-58.2422|200
-314.731|163.819,-101.13|-200
43.593|-200,-144.017|200
359.462|120.714,-186.904|-200
-221.439|-198.848,-229.556|197.804
-394.137|-48.0718,-153.118|-200
-311.749|165.868,-76.2578|200
326.735|154.72,0.602215|-200
379.812|-87.5644,77.4623|200
146.329|-200,154.322|-200
-391.153|58.8275,230.726|197.626
391.376|-58.097,183.326|-200
-155.23|200,135.644|200
-375.443|96.0192,87.961|-200
-345.379|-137.35,40.2783|200
-10.4215|-200,-7.40448|-200
349.683|-132.646,-55.0872|200
365.473|112.333,-102.77|-200
95.1783|200,-150.453|200
-395.803|40.7564,-198.135|-200
-123.546|-200,-245.201|194.825
299.085|173.73,-106.733|-200
227.608|-198.085,33.55|200
26.951|200,33.55|200
-174.672|-200,33.55|200
-344.945|137.807,173.833|-200
323.082|-157.641,303.907|170.89
262.924|189.843,-45.3084|-200
-147.854|-200,-353.893|127.738
-396.703|36.1664,157.316|-200
-4.38675|200,157.316|-200
397.388|32.2163,157.316|-200
132.177|-200,394.107|-48.1932
-296.384|175.243,259.004|191.098
-238.701|-196.22,-363.248|-115.543
0.706862|200,-40.4187|200
239.962|-195.967,-40.4187|200
292.986|177.07,-40.4187|200
-115.946|-200,324.411|-156.595
-115.946|-200,107.78|200
-115.946|-200,-135.219|-200
-392.331|54.8514,-135.219|-200
279.475|183.531,-135.219|-200
399.887|-6.73395,-342.173|140.666
266.943|-188.464,228.787|-197.917
-399.538|-13.5877,399.552|-13.3822
116.276|200,254.956|192.302
377.717|91.7431,-383.83|-78.7823
320.083|-159.938,247.27|194.334
-359.456|-120.722,399.855|7.62219
-293.872|176.601,261.934|-190.169
378.892|-89.4302,-396.55|36.9883
-92.5522|200,399.931|5.24088
-399.672|11.4522,-388.203|-67.6741
-130.113|-200,4.64193|200
-130.113|-200,389.967|-62.5504
-130.113|-200,-397.33|-32.5692
324.442|156.57,210.225|199.738
157.658|-200,354.639|126.834
-29.4397|200,397.878|-29.054
-216.229|-199.34,311.653|-165.933
-318.042|161.45,120.017|-200
227.032|-198.165,-364.41|-113.882
399.999|0.465854,-312.671|165.243
226.108|198.289,398.016|28.0996
-315.94|-162.966,-48.1982|-200
-222.113|198.774,-398.925|-20.7128
-16.8506|-200,-126.021|200
189.042|200,-126.021|200
189.042|200,-126.021|200
189.042|200,319.536|-160.347
356.25|-124.844,171.217|200
-388.263|67.5065,6.57678|-200
186.265|-200,-158.063|200
361.015|-118.634,-309.318|-167.48
386.818|71.4079,44.2507|200
240.833|195.787,356.498|-124.533
-399.995|1.45816,-185.401|200
225.817|-198.327,-382.41|82.0149
368.978|-106.988,-340.086|-142.744
390.315|61.4843,-1.12739|-200
274.444|185.629,340.553|-142.284
-331.101|151.038,381.595|83.8038
-379.243|-88.7232,181.675|200
-150.856|-200,-362.657|-116.373
389.694|63.3721,1.31652|200
-380.597|-85.9339,363.661|-114.957
-38.9092|200,-200.554|199.999
353.417|-128.309,-371.105|103.552
-39.3634|200,-377.438|-92.2799
-380.838|-85.4251,-213.475|-199.546
390.761|60.0868,381.573|83.852
-185.6|-200,-242.504|-195.431
-185.6|-200,-399.248|-17.3307
-185.6|-200,-275.608|185.158
-358.496|-121.979,399.455|14.7551
-389.466|64.053,-115.734|-200
-251.967|193.131,-378.335|-90.5357
395.356|42.8478,-317.569|161.794
82.4148|-200,368.063|108.42
-348.273|134.221,259.752|-190.866
-31.026|-200,-272.379|186.444
314.482|163.994,-343.072|-139.751
134.354|-200,399.976|3.10121
-63.5923|200,-356.632|124.364
-63.5923|200,-224.848|-198.45
-63.5923|200,69.7825|200
-257.378|-191.593,69.7825|200
-209.222|199.787,69.7825|200
-122.053|-200,330.034|-151.957
-34.8371|200,-17.3872|200
-34.8371|200,-347.807|-134.733
-34.8371|200,60.7219|200
52.3786|-200,388.021|-68.1768
139.594|200,-390.485|-60.954
139.594|200,-31.579|200
139.594|200,375.475|-95.9612
226.428|-198.246,-305.525|169.896
206.355|199.899,-333.344|-149.062
160.594|-200,399.992|-1.78147
114.821|200,-323.832|157.053
69.0483|-200,-329.843|-152.121
23.2754|200,398.821|-21.6821
-22.4974|-200,-133.828|200
-68.2703|200,-133.828|200
-114.043|-200,-133.828|200
-159.816|200,-372.919|100.493
-205.58|-199.922,-343.097|-139.726
-228.732|197.925,62.9906|-200
-135.48|-200,316.84|-162.322
-41.7408|200,399.996|1.23592
51.9981|-200,314.825|163.754
145.737|200,47.9494|200
238.595|-196.241,-334.452|148.063
175.384|200,-386.394|-72.5067
111.574|-200,-199.054|-200
47.7642|200,324.651|156.404
-16.046|-200,185.369|-200
-79.8562|200,29.0483|200
-143.666|-200,29.0483|200
-207.454|199.861,29.0483|200
-240.624|-195.831,-127.272|-200
-107.049|200,-277.488|184.379
27.9339|-200,-104.38|-200
162.916|200,75.7626|200
290.58|-178.312,252.719|-192.927
23.5848|200,209.207|199.788
-253.561|-192.695,127.145|-200
-280.786|182.958,45.0394|200
82.6673|-200,-37.0661|-200
370.97|103.774,-119.172|200
-368.09|-108.377,-201.276|-199.996
-105.714|200,-275.252|185.303
232.374|-197.362,-21.8062|-200
359.386|120.814,238.807|196.199
-395.899|40.2939,309.242|-167.53
31.756|-200,-219.306|199.066
399.883|6.84585,-399.539|13.5762
-6.75354|200,-246.091|-194.617
-399.549|13.4202,363.361|115.383
-72.2|-200,31.1006|-200
377.1|92.9278,-335.032|147.534
-288.162|-179.52,-59.1809|-200
-367.718|108.953,252.703|192.931
225.748|198.336,303.14|-171.354
326.732|154.723,-211.413|199.674
389.38|64.307,-397.753|29.8986
394.741|-45.5612,-269.932|-187.375
341.195|-141.647,396.564|36.9132
244.938|-194.886,-400|-0.270136
-311.643|-165.939,396.858|-35.3102
-398.961|20.3615,-281.36|182.704
-275.717|185.113,-390.583|-60.6466
381.287|84.4681,-154.236|-200
208.256|-199.83,368.28|108.082
-82.8529|200,-73.3605|-200
-82.8529|200,-73.3605|-200
-82.8529|200,-73.3605|-200
-335.544|-147.064,-398.221|26.6178
67.5836|200,88.6178|200
385.816|-73.9751,88.6178|200
-396.506|-37.2212,88.6178|200
132.791|200,374.174|98.3023
378.716|89.7813,321.823|-158.617
323.963|-156.949,-361.755|-117.624
-335.847|-146.784,-284.317|181.358
-360.591|119.208,355.763|-125.451
36.093|200,102.28|200
345.777|136.927,-209.105|-199.793
377.635|-91.902,-385.437|74.9211
168.765|-200,143.491|200
-381.21|84.6336,323.285|157.483
269.359|-187.588,399.818|8.52501
391.974|56.0885,336.25|-146.41
149.752|200,173.166|-200
-368.422|-107.862,-399.653|-11.7702
78.5596|200,55.7673|200
398.93|-20.6578,55.7673|200
-29.796|-200,55.7673|200
-394.269|-47.536,395.539|42.0065
-188.026|200,186.548|-200
145.247|-200,-158.882|200
381.635|83.7173,-158.882|200
-377.008|93.1024,-158.882|200
-170.078|-200,-388.738|-66.1669
112.321|200,267.321|-188.329
112.321|200,397.026|-34.363
112.321|200,327.1|154.42
348.277|-134.216,46.883|200
-236.095|196.716,-346.653|135.988
-399.998|-0.831822,-367.723|-108.944
-234.457|-197.009,-104.355|-200
345.131|137.611,398.273|-26.2232
125.493|-200,64.6484|200
-134.732|200,64.6484|200
-134.732|200,64.6484|200
-134.732|200,-374.478|-97.7615
-350.521|-131.695,261.23|190.397
295.97|175.47,395.446|-42.436
336.772|-145.923,174.863|-200
-399.97|-3.47067,-324.385|156.615
318.096|161.411,-177.019|-200
342.804|-140.025,-11.7245|200
-375.827|-95.314,153.57|-200
-208.742|199.809,306.24|169.45
66.3175|-200,-23.1672|-200
316.001|162.923,-333.928|148.537
48.6811|-200,-16.1387|-200
-242.572|195.416,315.251|163.454
-317.213|-162.052,121.858|-200
280.035|183.288,-90.9825|200
351.303|-130.795,-291.918|-177.626
-386.136|-73.1676,-101.962|200
-134.828|200,99.249|-200
230.947|-197.591,289.759|178.727
370.569|104.433,99.8662|-200
-349.78|132.537,-100.692|200
-300.14|-173.124,-290.418|-178.394
381.419|84.1859,-96.5607|200
-129.091|-200,108.366|-200
-392.793|-53.2043,299.664|173.399
-250.042|193.638,60.3973|-200
328.194|-153.513,-195.915|200
194.561|200,-379.971|-87.2378
43.3547|-200,324.361|-156.635
-107.851|200,360.567|119.24
-256.03|-191.991,-131.162|200
-173.919|200,-302.216|171.907
-173.919|200,-391.817|56.6227
-173.919|200,-379.186|-88.8392
-90.13|-200,-271.054|-186.953
-6.34144|200,284.78|-181.142
77.4472|-200,392.295|-54.977
161.236|200,367.717|108.953
243.998|-195.1,227.929|198.04
148.514|200,-399.596|12.6988
51.8467|-200,84.1315|-200
-44.821|200,388.781|-66.0433
-141.489|-200,252.831|192.896
-237.308|196.489,-319.691|-160.231
-182.18|-200,-222.258|198.758
-126.563|200,-10.5544|-200
-70.9468|-200,-10.5544|-200
-15.3303|200,-10.5544|-200
40.2861|-200,201.804|199.992
95.9026|200,362.575|-116.488
151.519|-200,-399.879|-6.95505
207.118|199.873,331.536|150.659
233.742|-197.133,306.896|-169.036
122.943|200,-376.986|93.1443
11.3432|-200,48.928|-200
-100.256|200,396.162|38.9913
-211.759|-199.654,-279.879|183.356
-271.889|186.633,-399.319|-16.4885
-18.0677|-200,-248.663|-193.989
-18.0677|-200,391.325|58.2643
-18.0677|-200,-368.203|-108.202
241.65|195.615,-137.159|200
301.536|-172.309,-137.159|200
-171.143|200,-137.159|200
-398.939|20.5751,162.701|-200
-214.53|-199.471,162.701|-200
231.058|197.574,162.701|-200
387.691|-69.0811,379.203|88.8041
10.8316|-200,-376.339|94.3631
10.8316|-200,-176.912|-200
10.8316|-200,94.0828|200
-390.618|-60.5386,331.608|-150.597
-204.092|199.958,-60.2898|200
107.813|-200,-380.391|-86.3666
107.813|-200,395.661|41.4351
107.813|-200,-334.309|-148.193
358.7|121.715,-282.355|182.257
-315.414|-163.339,287.509|-179.839
-295.196|175.891,321.18|159.108
307.645|-168.56,-368.968|-107.004
277.585|184.338,-46.6325|200
-188.981|-200,326.232|-155.13
-398.063|-27.7662,105.387|200
-244.655|194.951,-143.362|-200
343.266|-139.552,-350.002|132.286
138.088|200,306.219|-169.462
138.088|200,312.916|165.076
138.088|200,-364.289|-114.058
-103.617|-200,-72.858|200
-320.791|159.404,282.005|-182.415
16.2908|-200,245.333|194.795
338.863|143.934,0.985735|-200
-2.45491|-200,-243.605|195.189
-341.35|141.492,-286.824|-180.171
2.06824|-200,91.8954|200
343.399|139.416,379.334|-88.5404
-13.6776|-200,-399.563|13.2177
-355.893|125.29,399.679|11.3276
125.831|-200,-383.44|-79.6866
399.417|-15.2579,-54.0094|200
166.799|200,344.468|-138.308
166.799|200,30.8928|200
166.799|200,-309.569|-167.316
-256.619|-191.819,-149.004|200
-341.68|141.162,25.8491|-200
395.061|-44.1724,200.701|199.999
-367.335|109.54,345.364|-137.365
-150.75|-200,-360.628|119.159
129.131|200,-121.603|-200
129.131|200,177.966|200
129.131|200,177.966|200
356.343|-124.727,177.966|200
-327.914|153.747,384.881|-76.2834
-256.571|-191.833,-295.3|-175.835
128.83|200,-395.612|41.6664
389.23|-64.7453,-215.371|199.408
-319.317|-160.51,333.715|-148.729
-363.284|115.491,161.437|200
96.938|200,161.437|200
321.671|158.733,161.437|200
399.922|-5.58895,-36.1705|-200
312.612|-165.283,-232.467|197.347
37.8911|-200,-283.107|-181.915
-327.877|-153.777,54.7929|200
-393.335|51.2019,349.392|-132.974
-235.002|196.913,-128.885|200
390.268|-61.6275,-399.67|11.4811
-361.559|117.893,-160.021|-200
-169.102|-200,276.174|184.926
73.063|200,299.949|-173.235
299.262|-173.629,-248.144|194.119
97.904|200,-388.586|-66.5972
97.904|200,-71.0682|-200
97.904|200,399.989|-2.08893
-117.667|-200,-54.204|200
-314.01|164.322,-393.946|48.8349
4.77014|-200,-201.297|-199.996
319.86|160.105,116.77|200
90.8565|-200,365.314|-112.566
-163.517|200,-366.339|111.046
-363.739|-114.846,-109.555|-200
392.717|53.4818,-109.555|-200
-294.661|-176.18,-109.555|-200
-370.167|105.086,219.849|199.013
93.0912|200,376.582|-93.909
330.802|151.297,-313.719|-164.524
397.328|-32.5853,-380.308|86.5382
275.216|-185.317,-123.886|200
-370.84|-103.989,397.621|-30.7566
-262.917|189.846,-364.838|-113.263
296.084|-175.408,-203.94|199.961
292.474|177.337,21.8543|-200
-250.501|-193.519,21.8543|-200
-384.717|76.6789,21.8543|-200
-16.0792|200,244.802|194.917
389.359|64.368,268.599|-187.867
211.569|-199.665,-19.0519|200
-130.83|200,-297.062|-174.868
-130.83|200,-149.365|200
-130.83|200,8.23392|-200
-378.854|-89.506,165.833|200
396.24|-38.5976,310.352|-166.801
-92.6921|200,-62.5308|200
-392.682|53.6056,-371.109|-103.546
-230.133|-197.717,352.624|129.251
242.224|195.492,182.604|-200
379.583|-88.0335,-23.9502|200
-150.722|-200,-23.9502|200
-311.46|-166.062,-23.9502|200
-395.456|-42.3898,-229.384|-197.83
-370.24|104.968,-297.807|174.453
-249.901|193.675,120.115|-200
365.22|112.705,394.644|45.975
293.578|-176.758,-169.129|200
-385.594|74.53,-169.129|200
238.528|-196.254,-169.129|200
397.099|-33.9406,-322.491|158.101
301.953|172.063,-398.397|25.2706
-354.364|127.169,-358.213|-122.346
-318.33|-161.239,-225.453|-198.374
397.624|-30.7384,397.84|-29.317
-36.1112|200,31.3325|200
-399.895|6.47418,-389.679|-63.4192
-65.8741|-200,399.941|4.84833
384.099|78.1499,-396.923|34.9471
-365.297|-112.592,278.388|-183.998
-140.19|200,393.047|52.2778
147.862|-200,172.456|200
368.957|107.021,172.456|200
-397.019|-34.4016,172.456|200
377.047|93.029,-339.79|-143.034
94.9674|-200,-121.298|200
-275.745|185.102,-121.298|200
-271.852|-186.648,-121.298|200
85.0528|200,133.48|-200
368.753|-107.343,133.48|-200
-357.381|123.415,133.48|-200
-159.781|-200,347.145|135.456
84.6113|200,-267.77|-188.168
309.187|-167.566,-381.357|84.3179
54.1702|200,-14.4804|200
54.1702|200,385.905|73.7523
54.1702|200,234.453|-197.01
-222.471|-198.734,-221.838|198.804
-353.551|128.148,-396.531|-37.0869
398.374|-25.4517,-136.872|-200
-399.239|17.4256,364.107|114.319
384.303|-77.6674,-43.7704|-200
38.7374|200,-388.828|65.909
-359.817|-120.244,392.536|54.1299
95.299|200,-9.93199|-200
399.505|-14.0562,-395.255|43.3047
35.7021|-200,345.123|137.62
35.7021|-200,287.424|-179.88
35.7021|-200,-333.923|148.542
-398.779|22.0679,-193.57|-200
259.202|191.037,-32.4952|200
397.233|33.1504,128.579|-200
318.403|-161.186,128.579|-200
-155.779|-200,128.579|-200
-256.958|-191.718,282.486|182.198
-329.305|-152.579,89.5836|-200
-379.78|-87.6312,-112.303|200
-399.845|-7.86108,-300.515|-172.906
-386.108|73.2387,-53.1281|200
-340.89|141.95,211.994|-199.64
-271.842|186.651,367.365|109.494
-189.286|200,-387.729|68.9766
366.998|110.053,-103.501|-200
295.51|-175.721,294.244|176.403
-390.983|59.3763,230.657|-197.636
338.083|-144.683,25.5715|200
260.934|190.492,-180.733|-200
-179.488|-200,-351.329|130.765
-179.488|-200,363.837|-114.706
-179.488|-200,109.441|200
-399.949|-4.53204,-213.534|-199.542
-189.316|200,-383.077|80.5149
221.429|-198.849,211.531|199.667
391.495|57.7018,307.689|168.532
54.9947|200,376.344|94.3541
-399.853|7.65546,399.962|-3.92155
2.30487|-200,372.509|-101.196
399.929|5.31442,300.999|-172.625
-31.967|200,203.693|-199.966
-31.967|200,-391.971|-56.0977
-31.967|200,-146.014|200
-396.818|35.5366,-146.014|200
-159.084|-200,-146.014|200
240.471|195.863,235.157|-196.886
364.841|-113.258,368.327|108.009
-372.229|-101.673,-359.16|121.112
-212.09|199.634,-267.563|-188.243
66.9167|-200,281.741|182.533
66.9167|-200,327.461|-154.122
66.9167|-200,-381.583|83.8302
318.85|160.856,90.5945|-200
36.9445|-200,399.487|-14.3222
-266.619|188.579,136.922|200
-260.558|-190.612,-311.503|-166.033
24.9707|200,-199.652|200
298.431|-174.102,-77.4207|-200
141.185|200,44.8104|200
-26.9463|-200,167.042|-200
-195.078|200,283.668|181.658
-339.417|-143.397,40.8288|-200
323.376|157.412,40.8288|-200
258.182|-191.35,40.8288|-200
-125.228|200,-213.395|199.551
-388.005|-68.2201,-360.593|-119.205
341.787|-141.055,399.581|-12.9324
309.384|167.437,-292.465|177.342
-391.922|-56.2657,-383.608|-79.2974
342.488|140.346,-109.038|-200
247.447|-194.291,398.652|23.1836
-124.139|200,-324.897|156.207
-124.139|200,-336.99|-145.718
-124.139|200,386.657|-71.8282
-384.768|-76.5553,141.256|200
373.84|-98.8923,-219.035|-199.092
184.025|200,-385.129|75.6783
-69.9997|-200,99.7902|200
-305.081|170.171,345.768|136.937
-82.8989|-200,385.945|-73.6509
157.187|200,212.464|-199.611
157.187|200,-362.313|116.852
157.187|200,-18.5231|-200
353.897|-127.733,346.366|136.298
-349.225|133.162,-11.0659|-200
-180.43|-200,-356.282|124.804
22.2277|200,125.886|-200
224.144|-198.537,399.378|-15.767
308.741|167.855,168.066|200
-177.145|-200,-253.065|-192.832
-397.19|-33.4081,-348.216|134.284
-245.346|194.791,399.929|-5.34497
338.46|-144.322,-369.149|-106.717
157.106|200,-169.867|200
-53.5747|-200,90.0244|-200
-259.487|190.948,90.0244|-200
-212.699|-199.596,90.0244|-200
-112.234|200,322.625|157.997
-11.668|-200,-6.78652|-200
88.8983|200,-330.373|151.667
189.465|-200,-48.1696|-200
285.236|180.928,-48.1696|-200
5.02632|-200,-48.1696|-200
-277.667|184.304,264.3|189.382
-214.382|-199.482,272.428|-186.425
-87.5744|200,-66.1512|200
39.3976|-200,-353.609|-128.079
166.37|200,195.288|200
287.018|-180.078,378.294|90.6161
30.934|200,358.795|-121.59
30.934|200,147.586|-200
30.934|200,-399.973|3.27746
-236.331|-196.673,188.338|200
-319.086|160.681,328.747|153.049
278.782|-183.83,398.607|23.5598
354.33|127.209,360.981|-118.68
-376.852|93.3981,236.232|-196.691
-195.829|-200,-385.741|-74.163
50.9669|200,-191.452|200
285.824|-180.65,92.0126|-200
153.646|200,337.002|145.707
14.7497|-200,-92.1878|-200
-124.147|200,-395.102|43.9931
-259.86|-190.832,240.518|195.853
-150.135|200,376.49|94.0805
-150.135|200,385.186|-75.5378
-150.135|200,260.335|-190.682
-37.8358|-200,-368.914|-107.089
74.4632|200,-275.752|185.099
186.762|-200,342.138|-140.701
292.67|177.235,158.047|200
-18.5758|-200,-58.0849|-200
-317.264|162.016,-58.0849|-200
-88.6918|-200,-58.0849|-200
163.864|200,-267.815|188.152
